 Source Port, Destination Port,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min,Bwd Packet Length Max,Flow Bytes/s, Flow IAT Mean, Flow IAT Max, Bwd Header Length, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, ACK Flag Count, URG Flag Count, Average Packet Size, Avg Fwd Segment Size, Subflow Fwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, Inbound
0.8630440924133987,-0.8055041663115755,-0.06405742755891289,0.016553868804689398,0.5621513123636874,-0.533317511944404,2.6219269094862376,-0.35868790553947827,1.29374936733017,5.357825704216545,0.5392639477039213,-0.0778862351727721,-0.5329986241768122,2.332944812233047,-0.15769401698517885,2.0984381909409406,0.2428595198994844,1.8752585199365224,-0.6323140905621467,-0.25942562211491593,-0.3914713099111419,-0.06405742755891289,0.1471960296383742,-0.20633131628199747,-1.041766040118943
1.074925013279046,-0.822423312770901,-0.2204449410518927,-0.03851511348658011,-0.567205725403171,-0.44589828423392197,-0.1343863091115903,-0.3586705018183253,-0.2582653573761555,-0.2936623238105552,-0.11965657607591638,-0.07613945676932289,-0.4454354886793521,-0.32551547987230517,-0.5060939383881765,-0.2015304943862547,-0.056984765329903334,-0.5332598089109601,-0.6323140905621467,-0.48643840090243673,-0.49759157345798677,-0.2204449410518927,-0.4067378552878442,-0.23635564075048177,-1.041766040118943
-1.531246656579541,1.7623884419458409,-0.1856332572574102,-0.03949995370639418,-0.10847719666075639,0.0922763363587332,-0.19345016379582947,0.5485171227245891,-0.26265594933889563,-0.2956589855058886,-0.1790187854254513,-0.07788978461567884,0.09362506422688695,-0.16505841224166068,-0.008456289274731273,-0.27643005994040976,-0.05728330876485634,-0.5332598089109601,-0.6323140905621467,0.048671232445914134,0.04487149030143404,-0.1856332572574102,-0.4067378552878442,-0.23635564075048177,0.9599084261623901
0.49985426922574266,-0.822423312770901,-0.21938468672312675,-0.03795703736201882,-0.5532342981318286,-0.42950717903820657,-0.1009167914571881,-0.3586769004003767,-0.25274080226888496,-0.2911490884174551,-0.11965657607591638,-0.0771146479576884,-0.4290174007735783,-0.29323417632531157,-0.4600262981042624,-0.12663092883209962,-0.0560891350250443,-0.5332598089109601,-0.6323140905621467,-0.4466979618109357,-0.48106985578003486,-0.21938468672312675,-0.4067378552878442,-0.23635564075048177,-1.041766040118943
0.1266902536512342,-0.8212519872467938,-0.12749597823007644,-0.02188772777538607,0.657622732051195,-0.533317511944404,0.8628084374739811,-0.3586866937447137,-0.046998804681380575,0.16201694320248092,0.1296647031921303,-0.07786687306068817,-0.5329986241768122,0.6362774758072383,-0.07574986265457688,1.619413283690994,0.13398975937188906,1.8752585199365224,-0.6323140905621467,-0.18428783763930343,-0.24425856906272425,-0.12749597823007644,4.024192339088409,-0.20766843194658582,0.9599084261623901
0.7860772475172821,-0.8055041663115755,0.5243837249061976,-0.0031429355915917998,3.593951030245027,-0.533317511944404,0.8254013295072963,-0.358687830062003,0.6326330142953669,0.6671716788736691,1.103204936524503,-0.07788318880201067,-0.5329986241768122,1.34456725363245,-0.2097152493190739,1.8733735246780896,0.1886665024305866,1.8752585199365224,-0.6323140905621467,-0.29843683922664427,-0.015238011006561821,0.5243837249061976,0.1471960296383742,0.33520052787629195,-1.041766040118943
-1.557413768590393,-0.8247225813922965,-0.22609963080531117,-0.03949995370639418,-0.6417200041836648,-0.533317511944404,-0.19345016379582947,-0.35868805125531733,0.5435320873524614,1.0036417789841068,-0.1790187854254513,-0.07788255564892616,-0.5329986241768122,-0.38248248613170555,-0.6217987093338215,-0.27643005994040976,-0.05728330876485634,-0.5332598089109601,-0.6323140905621467,-0.5862515967601601,-0.5857074010737302,-0.22609963080531117,-0.4067378552878442,-0.23635564075048177,0.9599084261623901
-1.5541832609347324,0.8813781181099913,-0.22609963080531117,-0.03949995370639418,-0.6417200041836648,-0.533317511944404,-0.19345016379582947,-0.35868805125531733,-0.2625297184984547,-0.29563984602239285,-0.13152901794582336,0.012987237167122688,-0.5329986241768122,-0.38248248613170555,-0.6217987093338215,-0.27643005994040976,-0.05728330876485634,-0.5332598089109601,1.5814925128601343,-0.5862515967601601,-0.5857074010737302,-0.22609963080531117,-0.39024086176630174,-0.22845450273245957,-1.041766040118943
0.7393156492015933,-0.8212519872467938,-0.22609963080531117,-0.03949995370639418,-0.6417200041836648,-0.533317511944404,-0.19345016379582947,-0.35868805125531733,-0.26265594933889563,-0.2956589855058886,-0.1790187854254513,-0.07788978461567884,-0.5329986241768122,-0.38248248613170555,-0.6217987093338215,-0.27643005994040976,-0.05728330876485634,-0.5332598089109601,1.5814925128601343,-0.5862515967601601,-0.5857074010737302,-0.22609963080531117,-0.33743696037152854,-0.23635564075048177,-1.041766040118943
0.5584072204845931,-0.822423312770901,-0.21319986980532526,-0.03620073897001708,-0.47173430571566344,-0.3338923987298668,0.004413749396371752,-0.35863565325700403,-0.25827635235723245,-0.2936670365476973,-0.11965657607591638,-0.07613506320647241,-0.3332452213232313,-0.1916430151627142,-0.2891474928650922,0.06596795402144195,-0.051044360246654666,-0.5332598089109601,-0.6323140905621467,-0.2992886586692052,-0.38469316932531544,-0.21319986980532526,-0.4067378552878442,-0.23635564075048177,-1.041766040118943
